,Sentiment
404389,Positive
452961,Positive
309356,Negative
494632,Positive
82217,Positive
41797,Positive
334165,Positive
118803,Negative
270347,Negative
399896,Positive
75268,Positive
162607,Negative
1367,Positive
65674,Negative
134688,Positive
495253,Positive
172002,Negative
333234,Positive
29999,Negative
107448,Positive
68757,Negative
339647,Positive
114651,Negative
313438,Negative
79524,Positive
423277,Positive
376295,Negative
23904,Positive
347200,Positive
513082,Negative
172561,Negative
130191,Positive
500740,Negative
170436,Negative
123232,Negative
119538,Positive
453465,Positive
43786,Positive
182477,Negative
326207,Negative
54941,Negative
444848,Positive
51592,Positive
110203,Positive
50431,Negative
221827,Positive
434052,Positive
512608,Positive
208660,Positive
312558,Positive
430997,Negative
480424,Negative
281129,Positive
486356,Positive
20713,Positive
461683,Negative
23740,Negative
340420,Positive
245202,Negative
310965,Negative
507400,Positive
429603,Positive
368110,Positive
463574,Negative
162335,Negative
245412,Negative
116477,Positive
395911,Positive
364548,Negative
92021,Negative
423175,Negative
225652,Positive
194610,Positive
231819,Negative
214543,Negative
247276,Positive
409078,Positive
279563,Negative
306287,Positive
44880,Positive
68482,Negative
155010,Negative
12221,Negative
155389,Positive
482025,Negative
2550,Negative
77973,Positive
486960,Negative
247357,Positive
500340,Negative
97230,Positive
159871,Positive
414254,Negative
177441,Positive
476702,Negative
74569,Negative
157717,Positive
439063,Negative
92321,Negative
234489,Positive
242484,Positive
78130,Positive
453060,Positive
416269,Negative
457642,Negative
490223,Negative
160164,Positive
278452,Positive
127190,Negative
125175,Negative
205285,Negative
5839,Negative
195826,Negative
507314,Positive
457484,Negative
185260,Negative
135577,Negative
292523,Positive
346939,Positive
166584,Positive
67351,Negative
280982,Negative
90328,Positive
362105,Positive
11669,Positive
91670,Negative
5710,Negative
512032,Positive
49167,Positive
53972,Positive
2656,Positive
60178,Negative
235699,Positive
11353,Negative
74342,Negative
100689,Positive
193761,Positive
451738,Positive
205381,Positive
314941,Negative
124848,Negative
409261,Positive
285049,Negative
256525,Positive
112209,Negative
260819,Positive
202798,Positive
235206,Negative
399802,Negative
221217,Positive
5709,Negative
128952,Positive
424280,Positive
374454,Negative
426664,Positive
252189,Positive
49015,Positive
461665,Negative
6476,Positive
313640,Positive
108215,Negative
104166,Negative
32215,Positive
193501,Positive
303775,Negative
214023,Negative
431792,Negative
197587,Positive
29851,Positive
29759,Positive
492926,Negative
243875,Negative
387827,Positive
251003,Positive
84280,Positive
375890,Positive
11891,Positive
497984,Negative
418589,Negative
280837,Positive
207297,Positive
327332,Positive
40796,Negative
455031,Positive
495395,Positive
437416,Negative
321662,Negative
236879,Negative
394818,Positive
227377,Negative
130961,Negative
266999,Positive
163573,Negative
150199,Positive
67639,Negative
225747,Positive
96124,Positive
156367,Negative
48597,Positive
1500,Positive
153709,Negative
279141,Positive
388930,Positive
71972,Positive
205219,Negative
146895,Negative
176332,Positive
76173,Positive
29839,Positive
279481,Negative
98380,Negative
489123,Negative
145814,Positive
493253,Positive
117306,Negative
99806,Negative
173936,Negative
159920,Negative
353578,Negative
152537,Positive
108304,Negative
223760,Positive
95658,Negative
412656,Positive
278014,Positive
497704,Negative
490986,Negative
465651,Positive
145720,Negative
263683,Negative
174397,Positive
57164,Negative
341736,Positive
386350,Positive
64071,Negative
93073,Positive
311857,Negative
350625,Positive
151691,Positive
63648,Positive
354921,Negative
315352,Negative
497340,Negative
5634,Negative
295098,Negative
229853,Negative
79557,Positive
205145,Negative
112518,Positive
244710,Positive
429722,Positive
449663,Positive
256602,Negative
343906,Positive
379422,Positive
512700,Positive
327196,Positive
289634,Positive
243212,Negative
500969,Positive
382746,Positive
412078,Negative
273235,Negative
115781,Negative
109998,Negative
285515,Positive
36913,Negative
324021,Positive
66120,Negative
299473,Positive
237156,Positive
393124,Negative
42918,Positive
65043,Positive
33702,Positive
363239,Positive
384808,Positive
451915,Positive
229557,Negative
54035,Positive
40780,Positive
8129,Negative
437743,Positive
209549,Negative
362122,Positive
229333,Negative
334137,Negative
157054,Negative
345539,Positive
65730,Negative
19088,Negative
37230,Positive
449728,Positive
241314,Negative
190738,Positive
19913,Negative
268517,Positive
357238,Positive
334764,Negative
402108,Positive
217188,Negative
47884,Negative
79121,Negative
59810,Positive
460377,Positive
103236,Negative
288420,Negative
274855,Positive
447855,Negative
469185,Positive
403353,Positive
105099,Positive
436964,Negative
412238,Negative
486326,Positive
330474,Negative
374049,Negative
360166,Positive
114273,Negative
261933,Negative
376192,Negative
22642,Negative
374394,Negative
304064,Positive
400144,Negative
50326,Positive
271878,Positive
242233,Negative
244259,Negative
26724,Negative
422872,Negative
498718,Positive
55391,Positive
161194,Positive
395065,Negative
194606,Positive
186075,Positive
478457,Positive
324981,Positive
343387,Negative
204869,Negative
172836,Negative
243974,Negative
370006,Positive
447635,Negative
424962,Negative
155169,Positive
496592,Negative
66230,Negative
175968,Positive
275228,Negative
19953,Positive
310471,Positive
363473,Negative
38817,Positive
106222,Negative
444367,Positive
173629,Positive
390497,Negative
147452,Positive
8143,Negative
491537,Negative
89141,Negative
283406,Positive
121576,Negative
349813,Negative
297742,Negative
201347,Negative
480259,Negative
432759,Positive
191605,Positive
134780,Negative
192936,Negative
20347,Positive
333731,Negative
447779,Positive
102232,Positive
154842,Negative
426795,Positive
323729,Negative
42896,Negative
103955,Negative
499988,Negative
135653,Negative
400500,Negative
316962,Positive
68368,Negative
475829,Negative
204676,Negative
113648,Negative
417301,Positive
210660,Positive
461492,Positive
70614,Negative
499235,Negative
183774,Negative
237906,Positive
461803,Positive
349886,Negative
393818,Positive
89240,Negative
198170,Negative
176587,Positive
108440,Positive
478161,Positive
343922,Positive
480420,Negative
369211,Positive
266541,Negative
213811,Negative
175133,Negative
176368,Positive
138322,Negative
334089,Negative
204968,Negative
333839,Negative
400892,Negative
141364,Negative
320060,Negative
329519,Negative
337332,Negative
461998,Positive
190390,Negative
114352,Negative
155429,Positive
90934,Positive
179716,Positive
323982,Negative
266500,Positive
494705,Negative
285102,Positive
435549,Positive
485253,Negative
503458,Positive
394850,Positive
501423,Negative
242234,Negative
196360,Negative
180518,Positive
655,Negative
447865,Positive
391542,Positive
174121,Positive
278803,Positive
194155,Negative
341089,Positive
188967,Positive
239116,Negative
351061,Positive
237067,Positive
487952,Positive
427019,Positive
324589,Positive
456965,Negative
317738,Positive
325179,Positive
45966,Negative
135956,Negative
268668,Negative
367479,Negative
269854,Positive
34801,Positive
197282,Negative
33190,Positive
319947,Positive
180268,Negative
422151,Positive
365720,Negative
34748,Positive
405194,Positive
326212,Positive
362559,Positive
326066,Positive
301418,Negative
64095,Negative
112802,Positive
62805,Positive
499114,Negative
68631,Negative
424988,Negative
103095,Negative
27775,Negative
68015,Negative
31570,Positive
421471,Positive
450120,Negative
499523,Negative
241645,Positive
203340,Negative
85418,Negative
385100,Positive
214318,Positive
278611,Negative
190937,Negative
89875,Positive
6913,Positive
389054,Positive
67225,Positive
191427,Negative
211298,Positive
173405,Negative
289173,Negative
363553,Negative
8043,Positive
491302,Negative
150686,Positive
309036,Negative
412525,Positive
91744,Negative
399305,Positive
64681,Negative
467989,Positive
273382,Negative
347999,Negative
300549,Negative
223154,Positive
65263,Negative
506111,Positive
161444,Positive
63706,Positive
288294,Positive
353800,Negative
275309,Positive
114463,Negative
194571,Negative
63818,Positive
53394,Positive
64881,Positive
175149,Positive
225141,Negative
492070,Positive
81869,Negative
198045,Positive
52334,Negative
131240,Negative
93930,Positive
38373,Positive
444783,Negative
75527,Positive
475335,Positive
82206,Negative
413074,Positive
358187,Negative
428486,Positive
469726,Positive
357443,Positive
152688,Negative
447416,Negative
9314,Negative
477512,Negative
281388,Negative
156504,Negative
48449,Positive
51779,Negative
207925,Positive
264588,Positive
409429,Positive
329363,Positive
2,Positive
439098,Negative
11494,Negative
255584,Negative
69178,Negative
407266,Negative
494826,Positive
414640,Positive
291251,Positive
43314,Positive
116478,Positive
311557,Negative
9329,Negative
209711,Negative
173074,Negative
268609,Negative
83937,Negative
185977,Negative
18713,Positive
383009,Positive
37124,Positive
311827,Positive
338081,Negative
468867,Positive
109804,Positive
64112,Negative
127582,Negative
441492,Positive
107988,Positive
127971,Negative
74253,Negative
280344,Negative
472329,Negative
53261,Positive
341801,Negative
345731,Negative
121070,Negative
388260,Positive
354495,Positive
182770,Negative
460090,Negative
287956,Positive
515429,Negative
9794,Positive
222493,Positive
91030,Negative
174504,Positive
107202,Positive
22332,Positive
145083,Negative
75234,Positive
97979,Positive
155788,Negative
355174,Positive
468363,Negative
134444,Positive
244329,Negative
190372,Negative
236384,Positive
278703,Negative
411165,Negative
430540,Negative
4345,Negative
34110,Positive
222320,Positive
462822,Positive
505934,Negative
403942,Negative
273452,Negative
427752,Positive
395959,Negative
442220,Positive
493328,Positive
404947,Positive
455261,Positive
67596,Negative
65870,Negative
405614,Negative
261866,Positive
190954,Negative
323383,Negative
138041,Positive
238487,Positive
254302,Negative
498792,Positive
129796,Negative
77173,Positive
457811,Positive
28850,Negative
293982,Positive
314741,Negative
467455,Negative
156395,Positive
466378,Positive
371370,Positive
14375,Negative
64883,Negative
498249,Positive
129797,Negative
501417,Positive
406540,Positive
426907,Positive
13024,Negative
223713,Positive
275742,Negative
498814,Negative
30032,Negative
110685,Negative
22644,Positive
68608,Negative
105234,Negative
365518,Negative
285053,Positive
191220,Negative
261779,Negative
327957,Positive
5292,Positive
445401,Negative
278876,Negative
368523,Positive
329947,Positive
202498,Negative
139680,Positive
352173,Positive
321692,Positive
227036,Negative
121289,Negative
82572,Negative
275077,Positive
2764,Negative
368281,Negative
190613,Negative
87448,Positive
130280,Negative
213239,Negative
419007,Positive
101295,Negative
273886,Positive
512944,Negative
24424,Negative
195204,Negative
205072,Negative
351876,Negative
451928,Positive
8210,Positive
495522,Positive
337358,Negative
299765,Positive
285474,Positive
64908,Negative
6971,Positive
176138,Negative
56590,Positive
287477,Positive
112829,Negative
278500,Positive
165139,Negative
52114,Negative
152071,Positive
199312,Positive
241796,Positive
19547,Negative
191141,Negative
108020,Positive
407290,Negative
252554,Positive
337335,Negative
279574,Negative
492142,Positive
127792,Negative
37235,Negative
24574,Positive
488809,Negative
6000,Positive
244257,Negative
79758,Positive
8709,Negative
51608,Positive
210479,Positive
392683,Negative
2342,Negative
202357,Negative
469936,Negative
363257,Positive
69806,Positive
329322,Negative
65758,Negative
191876,Positive
72480,Positive
385689,Positive
388074,Positive
450653,Positive
296201,Negative
11033,Negative
72563,Positive
481860,Negative
102913,Negative
407957,Positive
33869,Negative
352122,Negative
486397,Negative
313338,Positive
114889,Negative
199513,Positive
298134,Positive
381474,Negative
476645,Negative
201329,Negative
142922,Positive
12293,Negative
500249,Positive
230591,Negative
499971,Negative
429665,Negative
273342,Negative
337222,Positive
204918,Negative
111599,Positive
68973,Negative
60473,Negative
223291,Negative
344165,Negative
430304,Positive
396759,Positive
66520,Negative
234066,Positive
289676,Positive
417065,Negative
138558,Negative
379920,Negative
152489,Positive
241627,Positive
60544,Negative
127900,Positive
310865,Positive
198672,Positive
131702,Positive
487507,Positive
306938,Positive
421401,Positive
125622,Negative
376099,Negative
47649,Negative
123111,Negative
441817,Negative
297607,Positive
66826,Positive
26976,Negative
69418,Negative
127421,Positive
249533,Positive
477035,Positive
231818,Positive
396304,Positive
307101,Positive
9133,Positive
349051,Negative
348933,Positive
91615,Negative
80657,Negative
151385,Negative
34619,Negative
134549,Negative
68592,Negative
443701,Positive
113284,Positive
487498,Negative
217851,Negative
25984,Positive
36722,Negative
124775,Positive
242743,Positive
449446,Negative
394900,Positive
7468,Positive
281464,Positive
184241,Positive
111357,Positive
71300,Negative
321845,Positive
42885,Negative
118352,Positive
488909,Negative
334139,Positive
151128,Positive
96575,Positive
210051,Positive
300827,Positive
132545,Negative
261015,Positive
455727,Negative
448992,Negative
419999,Positive
471475,Negative
317897,Positive
174601,Positive
64207,Positive
73223,Negative
98788,Positive
